tag,dag,run_id,task_id,duration_s,start_date,end_date
V1_rep3,dag_ingestao_bronze,perf_V1_rep3_dag_ingestao_bronze_1784660230,verificar_bucket_landing,0.356837,2026-07-21T18:57:28.109192+00:00,2026-07-21T18:57:28.466029+00:00
V1_rep3,dag_silver_transform,perf_V1_rep3_dag_silver_transform_1784660258,silver_obstaculo,10.101335,2026-07-21T18:59:53.406203+00:00,2026-07-21T19:00:03.507538+00:00
V1_rep3,dag_silver_transform,perf_V1_rep3_dag_silver_transform_1784660258,silver_paf,10.007092,2026-07-21T19:00:08.514315+00:00,2026-07-21T19:00:18.521407+00:00
V1_rep3,dag_silver_transform,perf_V1_rep3_dag_silver_transform_1784660258,silver_pessoal,10.01048,2026-07-21T18:59:20.184361+00:00,2026-07-21T18:59:30.194841+00:00
V1_rep3,dag_silver_transform,perf_V1_rep3_dag_silver_transform_1784660258,silver_relt_intel,10.044035,2026-07-21T19:00:19.764008+00:00,2026-07-21T19:00:29.808043+00:00
V1_rep3,dag_silver_transform,perf_V1_rep3_dag_silver_transform_1784660258,silver_sensor,10.051142,2026-07-21T19:00:30.900478+00:00,2026-07-21T19:00:40.951620+00:00
V1_rep3,dag_silver_transform,perf_V1_rep3_dag_silver_transform_1784660258,silver_gps,10.610868,2026-07-21T19:00:42.008761+00:00,2026-07-21T19:00:52.619629+00:00
V1_rep3,dag_silver_transform,perf_V1_rep3_dag_silver_transform_1784660258,silver_material,9.984272,2026-07-21T18:59:31.384712+00:00,2026-07-21T18:59:41.368984+00:00
V1_rep3,dag_silver_transform,perf_V1_rep3_dag_silver_transform_1784660258,silver_seg_area,10.03436,2026-07-21T18:59:42.449280+00:00,2026-07-21T18:59:52.483640+00:00
V1_rep3,dag_gold_refresh,perf_V1_rep3_dag_gold_refresh_1784660459,gold_coc,13.107341,2026-07-21T19:01:58.006972+00:00,2026-07-21T19:02:11.114313+00:00
V1_rep3,dag_gold_refresh,perf_V1_rep3_dag_gold_refresh_1784660459,gold_pitcic,12.599542,2026-07-21T19:02:11.838036+00:00,2026-07-21T19:02:24.437578+00:00
V1_rep3,dag_gold_refresh,perf_V1_rep3_dag_gold_refresh_1784660459,gold_ppcot,14.615873,2026-07-21T19:02:24.960741+00:00,2026-07-21T19:02:39.576614+00:00
V1_rep3,dag_gold_refresh,perf_V1_rep3_dag_gold_refresh_1784660459,gold_avaliacao,12.070944,2026-07-21T19:02:45.251528+00:00,2026-07-21T19:02:57.322472+00:00
