tag,dag,segundos,run_id,timestamp_utc,lotes,registros,volume_total
C4_rep6,dag_silver_transform,213.340,perf_C4_rep6_dag_silver_transform_1784692628,2026-07-22T04:00:43Z,200,500,800000
C4_rep6,dag_gold_refresh,123.700,perf_C4_rep6_dag_gold_refresh_1784692843,2026-07-22T04:02:49Z,200,500,800000
C4_rep7,dag_ingestao_bronze,66.952,perf_C4_rep7_dag_ingestao_bronze_1784693080,2026-07-22T04:05:49Z,200,500,800000
C4_rep7,dag_silver_transform,219.659,perf_C4_rep7_dag_silver_transform_1784693149,2026-07-22T04:09:30Z,200,500,800000
C4_rep7,dag_gold_refresh,130.373,perf_C4_rep7_dag_gold_refresh_1784693371,2026-07-22T04:11:43Z,200,500,800000
C4_rep8,dag_ingestao_bronze,67.183,perf_C4_rep8_dag_ingestao_bronze_1784693611,2026-07-22T04:14:40Z,200,500,800000
C4_rep8,dag_silver_transform,213.073,perf_C4_rep8_dag_silver_transform_1784693680,2026-07-22T04:18:15Z,200,500,800000
C4_rep8,dag_gold_refresh,123.116,perf_C4_rep8_dag_gold_refresh_1784693895,2026-07-22T04:20:20Z,200,500,800000
C4_rep9,dag_ingestao_bronze,67.099,perf_C4_rep9_dag_ingestao_bronze_1784694134,2026-07-22T04:23:23Z,200,500,800000
C4_rep9,dag_silver_transform,213.176,perf_C4_rep9_dag_silver_transform_1784694203,2026-07-22T04:26:58Z,200,500,800000
C4_rep9,dag_gold_refresh,123.309,perf_C4_rep9_dag_gold_refresh_1784694419,2026-07-22T04:29:04Z,200,500,800000
C4_rep10,dag_ingestao_bronze,67.024,perf_C4_rep10_dag_ingestao_bronze_1784694651,2026-07-22T04:32:00Z,200,500,800000
C4_rep10,dag_silver_transform,213.047,perf_C4_rep10_dag_silver_transform_1784694721,2026-07-22T04:35:35Z,200,500,800000
C4_rep10,dag_gold_refresh,123.342,perf_C4_rep10_dag_gold_refresh_1784694936,2026-07-22T04:37:41Z,200,500,800000
C4_rep11,dag_ingestao_bronze,67.005,perf_C4_rep11_dag_ingestao_bronze_1784695178,2026-07-22T04:40:47Z,200,500,800000
C4_rep11,dag_silver_transform,213.173,perf_C4_rep11_dag_silver_transform_1784695248,2026-07-22T04:44:22Z,200,500,800000
C4_rep11,dag_gold_refresh,123.399,perf_C4_rep11_dag_gold_refresh_1784695463,2026-07-22T04:46:28Z,200,500,800000
C4_rep12,dag_ingestao_bronze,67.075,perf_C4_rep12_dag_ingestao_bronze_1784695710,2026-07-22T04:49:39Z,200,500,800000
C4_rep12,dag_silver_transform,213.237,perf_C4_rep12_dag_silver_transform_1784695779,2026-07-22T04:53:14Z,200,500,800000
C4_rep12,dag_gold_refresh,129.874,perf_C4_rep12_dag_gold_refresh_1784695994,2026-07-22T04:55:26Z,200,500,800000
